name,company,year,selling_price,km_driven,fuel,transmission,owner
Chevrolet Beat Diesel LS,Chevrolet,2013,175000,68000,Diesel,Manual,Second Owner
Honda Amaze S CVT,Honda,2018,750000,15000,Petrol,Automatic,First Owner
Maruti Ritz VDi,Maruti,2014,425000,70000,Diesel,Manual,First Owner
Toyota Corolla Altis D-4D,Toyota,2015,790000,126000,Diesel,Manual,Third Owner
Toyota Innova 2.5 V,Toyota,2011,830000,300000,Diesel,Manual,Third Owner
Honda Mobilio RS i,Honda,2015,650000,94000,Diesel,Manual,Second Owner
Toyota Corolla Altis D-4D,Toyota,2015,780000,129000,Diesel,Manual,Third Owner
Hyundai i10 Magna 1.1L,Hyundai,2010,180000,55000,Petrol,Manual,Second Owner
Ford EcoSport 1.5 Diesel,Ford,2019,869999,40000,Diesel,Manual,First Owner
Tata Manza Aura (ABS),Tata,2011,275000,50000,Diesel,Manual,First Owner
Hyundai i20 1.2 Asta,Hyundai,2017,630000,25000,Petrol,Manual,Second Owner
Toyota Corolla H2,Toyota,2008,150000,60000,Petrol,Manual,Second Owner
Maruti Alto 800 LXI,Maruti,2016,315000,25000,Petrol,Manual,First Owner
Tata Indigo CR4,Tata,2011,189000,70000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2014,580000,120000,Diesel,Manual,First Owner
Fiat Punto 1.3 Emotion,Fiat,2009,150000,153000,Diesel,Manual,Second Owner
Maruti Vitara Brezza VDi,Maruti,2018,825000,35000,Diesel,Manual,First Owner
Tata Safari Storme VX,Tata,2016,650000,60000,Diesel,Manual,Second Owner
Honda City 1.3 EXI,Honda,2004,50000,62000,Petrol,Manual,Second Owner
Skoda Fabia 1.2 MPI,Skoda,2011,200000,120000,Petrol,Manual,Second Owner
Tata Venture LX 7,Tata,2013,135000,120000,Diesel,Manual,Third Owner
Hyundai i20 2015-2017 Sportz,Hyundai,2017,680000,80000,Diesel,Manual,First Owner
Hyundai i20 1.4 Sportz,Hyundai,2017,670000,80000,Diesel,Manual,First Owner
BMW 5 Series 525d,BMW,2010,1000000,60000,Diesel,Automatic,First Owner
Maruti Alto K10 2010-2014,Maruti,2010,240000,80000,Petrol,Manual,Second Owner
Force One SX ABS,Force,2014,555000,147279,Diesel,Manual,Second Owner
Skoda Rapid 1.6 TDI,Skoda,2013,455000,98000,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2018,750000,25000,Diesel,Manual,First Owner
Maruti Swift Dzire AMT,Maruti,2016,700000,90000,Diesel,Automatic,First Owner
Tata Nano XTA,Tata,2016,220000,22000,Petrol,Automatic,First Owner
Tata Indica V2 eLX,Tata,2014,160000,120000,Diesel,Manual,First Owner
Chevrolet Sail Hatchback Diesel,Chevrolet,2013,225000,100000,Diesel,Manual,Second Owner
Tata Indigo CS LX,Tata,2008,140000,120000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2014,600000,70000,Diesel,Manual,Second Owner
Mahindra XUV500 W10 2WD,Mahindra,2015,1000000,24700,Diesel,Manual,First Owner
Chevrolet Spark 1.0 LS,Chevrolet,2008,65000,100000,Petrol,Manual,Third Owner
Maruti Ignis 1.2 Delta,Maruti,2019,500000,10000,Petrol,Manual,First Owner
Mahindra XUV500 W10 2WD,Mahindra,2017,1100000,88754,Diesel,Manual,First Owner
Ford Fiesta 1.6 SXI,Ford,2011,325000,53287,Petrol,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2017,1150000,43526,Diesel,Manual,First Owner
Skoda Fabia 1.2 MPI,Skoda,2012,320000,55885,Petrol,Manual,First Owner
Ford Ecosport 1.5 Diesel,Ford,2019,950000,16034,Diesel,Manual,First Owner
Ford Figo Diesel EXI,Ford,2012,250000,156040,Diesel,Manual,First Owner
Ford Endeavour 2.5L 4X2,Ford,2004,400000,93415,Diesel,Manual,First Owner
BMW 5 Series 520d,BMW,2008,1100000,122000,Diesel,Automatic,Second Owner
Maruti Baleno Delta 1.3,Maruti,2017,600000,20000,Diesel,Manual,First Owner
Maruti Swift VVT VXI,Maruti,2017,509999,46000,Petrol,Manual,First Owner
Skoda Rapid 1.6 MPI,Skoda,2016,395000,50000,Petrol,Manual,Third Owner
Maruti Wagon R VXI,Maruti,2018,469000,5000,Petrol,Manual,First Owner
Maruti Alto 800 LX,Maruti,2017,250000,42000,Petrol,Manual,First Owner
Chevrolet Spark 1.0 LT,Chevrolet,2011,130000,68519,Petrol,Manual,First Owner
Ford EcoSport 1.5 Diesel,Ford,2019,906000,30000,Diesel,Manual,First Owner
Ford Figo Diesel ZXI,Ford,2011,160000,85000,Diesel,Manual,First Owner
Maruti Swift Dzire VXi,Maruti,2012,300000,88000,Petrol,Manual,First Owner
Maruti 800 Uniq,Maruti,2010,60000,100000,Petrol,Manual,Fourth & Above Owner
Maruti Swift Dzire VXI,Maruti,2014,400000,100000,Petrol,Manual,Second Owner
Tata Tiago XT,Tata,2018,450000,22966,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2014,465000,80000,Diesel,Manual,Second Owner
Maruti Swift VDI,Maruti,2012,325000,80000,Diesel,Manual,Second Owner
Maruti Alto LXi,Maruti,2008,150000,70000,Petrol,Manual,Second Owner
Hyundai EON Era Plus,Hyundai,2014,250000,2350,Petrol,Manual,First Owner
Maruti Alto LXi,Maruti,2011,175000,50000,Petrol,Manual,First Owner
Maruti Alto LXi,Maruti,2010,175000,58000,Petrol,Manual,First Owner
Honda City 2017-2020 VTEC,Honda,2006,150000,80000,Petrol,Manual,Second Owner
Mahindra Bolero Power Plus,Mahindra,2018,797000,60000,Diesel,Manual,First Owner
Hyundai Elite i20 Asta,Hyundai,2019,800000,35000,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2019,750000,59872,Diesel,Manual,First Owner
Mahindra Scorpio M2DI,Mahindra,2011,400000,140000,Diesel,Manual,Second Owner
Maruti Alto LX,Maruti,2012,160000,110000,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2016,700000,91182,Diesel,Manual,First Owner
Maruti Alto LXi,Maruti,2010,160000,60000,Petrol,Manual,Third Owner
Hyundai i20 Asta 1.4,Hyundai,2012,400000,100000,Diesel,Manual,First Owner
Toyota Etios Liva GD,Toyota,2013,451000,120000,Diesel,Manual,First Owner
Maruti 800 Std BSIII,Maruti,2002,40000,80000,Petrol,Manual,First Owner
Tata Manza Aura (ABS),Tata,2012,300000,70000,Diesel,Manual,Third Owner
Maruti Celerio ZXI Optional,Maruti,2017,421000,59500,Petrol,Manual,Second Owner
Maruti Omni CNG,Maruti,2000,80000,100000,CNG,Manual,Second Owner
Maruti Vitara Brezza ZDi,Maruti,2016,950000,45000,Diesel,Manual,First Owner
Hyundai i20 1.4 CRDi,Hyundai,2011,395000,75500,Diesel,Manual,Second Owner
Maruti Vitara Brezza ZDi,Maruti,2016,950000,46000,Diesel,Manual,Second Owner
Maruti Alto 800 LXI,Maruti,2013,270000,60000,Petrol,Manual,First Owner
Hyundai i20 1.4 Asta,Hyundai,2009,360000,60000,Petrol,Automatic,Second Owner
Maruti Swift Ldi BSIII,Maruti,2008,235000,152500,Diesel,Manual,First Owner
Mercedes-Benz E-Class E250 CDI,Mercedes-Benz,2014,1850000,60000,Diesel,Automatic,Second Owner
Toyota Fortuner 4x2 AT,Toyota,2015,1900000,130000,Diesel,Automatic,First Owner
Hyundai Grand i10 Sportz,Hyundai,2017,550000,23456,Petrol,Manual,First Owner
Mahindra XUV500 W10 2WD,Mahindra,2015,1225000,39000,Diesel,Manual,First Owner
Honda WR-V i-VTEC S,Honda,2017,700000,15000,Petrol,Manual,First Owner
Jeep Compass 2.0 Limited,Jeep,2017,1650000,69123,Diesel,Manual,First Owner
Honda Brio V MT,Honda,2012,376000,26000,Petrol,Manual,First Owner
Ford Ecosport 1.5 DV5,Ford,2017,875000,77524,Diesel,Manual,First Owner
Hyundai i20 Sportz 1.2,Hyundai,2014,459999,40523,Petrol,Manual,Second Owner
Maruti Swift VDI,Maruti,2018,755000,39000,Diesel,Manual,First Owner
Audi A6 35 TFSI,Audi,2019,6223000,7800,Petrol,Automatic,Test Drive Car
Audi A6 35 TFSI,Audi,2019,5923000,11500,Petrol,Automatic,Test Drive Car
Audi A6 35 TFSI,Audi,2019,6523000,23600,Petrol,Automatic,Test Drive Car
Toyota Fortuner 3.0 Diesel,Toyota,2010,1050000,220000,Diesel,Manual,Second Owner
Toyota Qualis GS C1,Toyota,2004,215000,218000,Diesel,Manual,Second Owner
Mahindra XUV500 W8 4WD,Mahindra,2015,1050000,120000,Diesel,Manual,Second Owner
Maruti Baleno Alpha Automatic,Maruti,2018,800000,25000,Petrol,Automatic,First Owner
Maruti Swift VDI BSIV,Maruti,2015,600000,31000,Diesel,Manual,Second Owner
Maruti Baleno Sigma 1.2,Maruti,2017,530000,42000,Petrol,Manual,First Owner
Maruti Swift Dzire VXI,Maruti,2015,450000,80000,Petrol,Manual,First Owner
Maruti Alto K10 2010-2014,Maruti,2011,235000,60000,Petrol,Manual,First Owner
Maruti Swift Dzire ZDI,Maruti,2013,550000,240000,Diesel,Manual,First Owner
Skoda Rapid 1.6 MPI,Skoda,2013,395000,35000,Petrol,Automatic,Second Owner
Tata Tigor 1.2 Revotron,Tata,2018,450000,35000,Petrol,Manual,First Owner
Renault Triber RXT BSIV,Renault,2019,600000,5000,Petrol,Manual,First Owner
Maruti Vitara Brezza VDi,Maruti,2016,610000,110000,Diesel,Manual,First Owner
Hyundai i20 1.2 Asta,Hyundai,2017,690000,20000,Petrol,Manual,First Owner
Tata Nexon 1.2 Revotron,Tata,2018,790000,15000,Petrol,Manual,First Owner
Maruti Alto K10 2010-2014,Maruti,2014,254999,40000,Petrol,Manual,Second Owner
Honda Jazz 1.2 V,Honda,2016,500000,41000,Petrol,Manual,First Owner
Mahindra Bolero SLX,Mahindra,2011,340000,100000,Diesel,Manual,Second Owner
Tata Sumo CX 9,Tata,2008,150000,120000,Diesel,Manual,First Owner
Mahindra Bolero SLX,Mahindra,2007,245000,110000,Diesel,Manual,Third Owner
Volkswagen Vento 1.5 TDI,Volkswagen,2015,515000,120000,Diesel,Manual,Second Owner
Ambassador Grand 1500 DSZ,Ambassador,2008,122000,60000,Diesel,Manual,Second Owner
Hyundai i10 Magna 1.1L,Hyundai,2009,160000,35000,Petrol,Manual,Third Owner
Maruti Alto LX,Maruti,2007,110000,120000,Petrol,Manual,Second Owner
Maruti Swift LDI BSIV,Maruti,2014,360000,70000,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2009,210000,110000,Diesel,Manual,First Owner
Hyundai Verna Transform SX,Hyundai,2011,260000,90000,Diesel,Manual,Third Owner
Maruti Alto LXi,Maruti,2007,128000,60000,Petrol,Manual,Second Owner
Hyundai Verna 1.6 CRDi,Hyundai,2015,600000,80000,Diesel,Manual,Second Owner
Toyota Fortuner 3.0 Diesel,Toyota,2010,800000,151000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2019,675000,25000,Diesel,Manual,First Owner
Mahindra XUV500 W10 2WD,Mahindra,2015,1000000,24700,Diesel,Manual,First Owner
Chevrolet Spark 1.0 LS,Chevrolet,2008,65000,100000,Petrol,Manual,Third Owner
Maruti Ignis 1.2 Delta,Maruti,2019,500000,10000,Petrol,Manual,First Owner
Maruti SX4 Zxi BSIII,Maruti,2010,300000,50000,Petrol,Manual,First Owner
Maruti 800 AC,Maruti,2009,125000,80000,Petrol,Manual,First Owner
Hyundai Grand i10 Asta,Hyundai,2017,550000,25000,Petrol,Manual,First Owner
Maruti Alto LXi,Maruti,2007,150000,80000,Petrol,Manual,Third Owner
Mahindra Scorpio Intelli Hybrid,Mahindra,2017,891000,80000,Diesel,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2015,1050000,70000,Diesel,Manual,First Owner
Maruti Baleno RS 1.0,Maruti,2018,750000,15000,Petrol,Manual,First Owner
Hyundai i20 Magna Optional,Hyundai,2012,380000,27500,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2013,800000,110000,Diesel,Manual,Second Owner
Mahindra Logan Petrol 1.4,Mahindra,2010,200000,120000,Petrol,Manual,First Owner
Maruti Ciaz VDi Option,Maruti,2016,700000,70000,Diesel,Manual,First Owner
Toyota Qualis FS B3,Toyota,2002,229999,290000,Diesel,Manual,First Owner
Honda Accord 2.4 MT,Honda,2010,300000,74000,Petrol,Manual,Second Owner
Honda Mobilio S i,Honda,2015,670000,120000,Diesel,Manual,First Owner
Honda City 2017-2020 GXi,Honda,2007,210000,140000,Petrol,Manual,First Owner
Maruti Ignis 1.2 Delta,Maruti,2017,370000,40000,Petrol,Manual,First Owner
Maruti Baleno Delta Automatic,Maruti,2019,600000,20000,Petrol,Automatic,First Owner
Maruti Vitara Brezza VDi,Maruti,2020,810000,15000,Diesel,Manual,First Owner
Fiat Palio 1.2,Fiat,2006,80000,35000,Petrol,Manual,First Owner
Tata Tiago 1.2 Revotron,Tata,2019,346000,16000,Petrol,Manual,First Owner
Honda City 1.3 EXI,Honda,2005,55000,130000,Petrol,Manual,First Owner
Tata Safari DICOR 2.2,Tata,2012,250000,118000,Diesel,Manual,Second Owner
Maruti Swift ZXI BSIII,Maruti,2006,120000,44000,Petrol,Manual,Second Owner
Maruti Ertiga ZDI,Maruti,2013,600000,50000,Diesel,Manual,Second Owner
Maruti Eeco 5 Seater,Maruti,2016,330000,60000,Petrol,Manual,First Owner
Hyundai i20 Sportz Option,Hyundai,2014,400000,147000,Petrol,Manual,Second Owner
Tata Indica V2 DLS,Tata,2004,100000,40000,Diesel,Manual,Second Owner
Maruti Swift Dzire VXI,Maruti,2014,450000,100000,Petrol,Manual,Third Owner
Maruti Ertiga SHVS ZDI,Maruti,2017,800000,55000,Diesel,Manual,First Owner
Maruti Celerio ZDi,Maruti,2015,340000,40000,Diesel,Manual,Second Owner
Maruti Ritz VDi,Maruti,2010,225000,64000,Diesel,Manual,Third Owner
Maruti Zen LXI,Maruti,2002,55000,100000,Petrol,Manual,Second Owner
Maruti Ertiga SHVS ZDI,Maruti,2016,900000,50000,Diesel,Manual,First Owner
Volvo S60 D4 SUMMUM,Volvo,2014,2500000,30000,Diesel,Automatic,First Owner
Maruti Wagon R VXI,Maruti,2018,465000,30000,Petrol,Manual,First Owner
Maruti Zen LXI,Maruti,2004,70000,150000,Petrol,Manual,First Owner
Tata Zest Revotron 1.2,Tata,2016,400000,24177,Petrol,Manual,First Owner
Tata Indigo LX,Tata,2012,185000,80000,Diesel,Manual,First Owner
Maruti Wagon R LXI,Maruti,2006,140000,150000,Petrol,Manual,Second Owner
Renault Lodgy 85PS RxE,Renault,2015,415000,120000,Diesel,Manual,Second Owner
Mahindra Scorpio VLX 2WD,Mahindra,2012,532000,121779,Diesel,Manual,First Owner
Maruti Baleno Delta 1.3,Maruti,2017,600000,56000,Diesel,Manual,First Owner
Maruti SX4 Vxi BSIII,Maruti,2008,150000,100000,Petrol,Manual,Fourth & Above Owner
Maruti Swift LXI Option,Maruti,2018,459999,12000,Petrol,Manual,First Owner
Maruti Vitara Brezza ZDi,Maruti,2017,800000,15381,Diesel,Manual,First Owner
Mahindra Bolero SLX 4WD,Mahindra,2011,310000,5000,Diesel,Manual,First Owner
Nissan Terrano XV Premium,Nissan,2014,475000,40000,Diesel,Manual,First Owner
Maruti Wagon R LXI,Maruti,2016,310000,35000,CNG,Manual,Second Owner
Maruti Alto K10 LXI,Maruti,2018,350000,10000,Petrol,Manual,First Owner
Mahindra XUV500 W10 AWD,Mahindra,2019,1800000,10000,Diesel,Manual,First Owner
Maruti Swift AMT ZXI,Maruti,2018,640000,25000,Petrol,Automatic,First Owner
Maruti Wagon R AMT,Maruti,2017,350000,50000,Petrol,Automatic,First Owner
Tata Nexon 1.2 Revotron,Tata,2018,600000,30000,Petrol,Manual,First Owner
Hyundai Verna 1.6 CRDi,Hyundai,2015,575000,23000,Diesel,Manual,First Owner
Mahindra Thar CRDe ABS,Mahindra,2019,974000,15000,Diesel,Manual,First Owner
Maruti Wagon R AMT,Maruti,2018,445000,5000,Petrol,Automatic,Second Owner
Maruti Ertiga VDI,Maruti,2015,580000,15000,Diesel,Manual,Second Owner
Hyundai Creta 1.4 EX,Hyundai,2020,1050000,20000,Diesel,Manual,First Owner
Ford EcoSport 1.5 TDCi,Ford,2015,600000,50000,Diesel,Manual,First Owner
Ford Figo 1.2P Ambiente,Ford,2017,370000,40000,Petrol,Manual,Second Owner
Maruti Zen Estilo 1.1,Maruti,2007,150000,70000,Petrol,Manual,Third Owner
Maruti Celerio ZXI Optional,Maruti,2017,483000,15000,Petrol,Manual,First Owner
Hyundai Grand i10 Magna,Hyundai,2016,470000,10000,Petrol,Manual,First Owner
Maruti Vitara Brezza ZDi,Maruti,2018,950000,25000,Diesel,Manual,First Owner
Hyundai Verna 1.6 VTVT,Hyundai,2013,450000,50000,Petrol,Manual,Third Owner
Toyota Etios VX,Toyota,2011,345000,70000,Petrol,Manual,First Owner
Maruti Ignis Zeta AMT,Maruti,2020,600000,5000,Petrol,Automatic,First Owner
Maruti A-Star Vxi,Maruti,2009,300000,60000,Petrol,Manual,First Owner
Maruti Zen Estilo VXI,Maruti,2007,160000,74800,Petrol,Manual,Second Owner
Maruti 800 AC BSIII,Maruti,2004,120000,80000,Petrol,Manual,Second Owner
Maruti Eeco CNG 5,Maruti,2012,220000,270000,CNG,Manual,First Owner
Hyundai EON 1.0 Era,Hyundai,2018,340000,120000,Petrol,Manual,First Owner
Honda City 2017-2020 EXi,Honda,2007,138000,120000,Petrol,Manual,Second Owner
Toyota Qualis FS F7,Toyota,2000,100000,250000,Diesel,Manual,Fourth & Above Owner
Maruti Swift Dzire VXi,Maruti,2010,231000,80000,Petrol,Manual,Third Owner
Mahindra XUV500 W8 4WD,Mahindra,2013,800000,120000,Diesel,Manual,Second Owner
Mahindra XUV300 W8,Mahindra,2019,960000,20000,Petrol,Manual,First Owner
Maruti Wagon R LXI,Maruti,2009,120000,70000,Petrol,Manual,Second Owner
Maruti Wagon R VXI,Maruti,2012,270000,40000,Petrol,Manual,First Owner
Maruti Ritz LXI,Maruti,2011,200000,100000,Petrol,Manual,Second Owner
Maruti Swift VXI,Maruti,2012,328000,123000,Petrol,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2012,432000,77000,Diesel,Manual,First Owner
Volkswagen Polo 1.0 MPI,Volkswagen,2019,565000,7000,Petrol,Manual,First Owner
Maruti Eeco 5 Seater,Maruti,2017,390000,70000,Petrol,Manual,First Owner
Ford Figo 1.5D Titanium,Ford,2017,600000,30000,Diesel,Manual,First Owner
Hyundai i20 1.4 CRDi,Hyundai,2011,250000,120000,Diesel,Manual,Third Owner
Chevrolet Spark 1.0 LT,Chevrolet,2011,165000,70000,Petrol,Manual,First Owner
Honda City 1.5 S,Honda,2011,421000,105000,Petrol,Manual,First Owner
Hyundai Accent Executive,Hyundai,2012,225000,109322,Petrol,Manual,Second Owner
Nissan Sunny Diesel XV,Nissan,2013,350000,120000,Diesel,Manual,First Owner
Jeep Compass 2.0 Limited,Jeep,2018,1757000,24000,Diesel,Manual,First Owner
Maruti Baleno Zeta 1.3,Maruti,2015,600000,70000,Diesel,Manual,Second Owner
Tata Tiago NRG Petrol,Tata,2018,515000,35000,Petrol,Manual,First Owner
Maruti 800 AC,Maruti,1999,80000,80000,Petrol,Manual,Third Owner
Maruti SX4 S Cross,Maruti,2017,800000,70000,Diesel,Manual,Second Owner
Mahindra Scorpio 2.6 SLX,Mahindra,2004,120000,100000,Diesel,Manual,Fourth & Above Owner
Jaguar XE 2016-2019 2.0L,Jaguar,2017,2711000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel,Jaguar,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,Tata,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription,Volvo,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,Honda,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT,Maruti,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,Toyota,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2,Hyundai,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport,BMW,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport,BMW,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT,Honda,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI,Skoda,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel,Automatic,First Owner
Maruti Wagon R Stingray,Maruti,2017,475000,40000,Petrol,Manual,First Owner
Maruti Wagon R AMT,Maruti,2015,400000,20000,Petrol,Automatic,First Owner
Hyundai Santro Xing XG,Hyundai,2004,80000,90000,Petrol,Automatic,Second Owner
Fiat Grande Punto 1.3,Fiat,2011,300000,60000,Diesel,Manual,First Owner
Mahindra Scorpio M2DI,Mahindra,2011,400000,475000,Diesel,Manual,Third Owner
Maruti Wagon R LX,Maruti,2009,235000,70000,Petrol,Manual,Second Owner
Maruti Wagon R VXI,Maruti,2015,350000,40000,Petrol,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2017,625000,34000,Diesel,Manual,Second Owner
Mahindra XUV500 W6 2WD,Mahindra,2014,525000,120000,Diesel,Manual,First Owner
Tata Tigor 1.2 Revotron,Tata,2018,550000,10000,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2015,550000,80000,Diesel,Manual,Second Owner
Honda City 2017-2020 GXi,Honda,2006,200000,100000,Petrol,Manual,Second Owner
Mahindra Xylo D2,Mahindra,2011,350000,120000,Diesel,Manual,First Owner
Honda City 2017-2020 GXi,Honda,2006,220000,100000,Petrol,Manual,Second Owner
Hyundai Grand i10 Sportz,Hyundai,2016,412000,25000,Petrol,Manual,First Owner
Maruti Wagon R LXI,Maruti,2009,126000,52000,Petrol,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2013,430000,63000,Diesel,Manual,First Owner
Maruti A-Star Vxi,Maruti,2009,130000,90000,Petrol,Manual,Second Owner
Tata Tiago 1.2 Revotron,Tata,2017,350000,60000,Petrol,Manual,First Owner
Maruti Alto LX,Maruti,2011,220000,35000,Petrol,Manual,First Owner
Mahindra Bolero DI,Mahindra,2011,380000,80000,Diesel,Manual,First Owner
Ford Figo Diesel ZXI,Ford,2010,200000,110000,Diesel,Manual,Second Owner
Toyota Fortuner 4x4 MT,Toyota,2015,2000000,20000,Diesel,Manual,First Owner
Ford EcoSport 1.5 TDCi,Ford,2015,610000,90000,Diesel,Manual,First Owner
BMW X1 sDrive20i xLine,BMW,2016,2500000,30000,Petrol,Automatic,Second Owner
Maruti Swift Dzire VDI,Maruti,2017,620000,61000,Diesel,Manual,First Owner
Maruti Omni Limited Edition,Maruti,2013,150000,66000,Petrol,Manual,First Owner
Datsun GO Plus Anniversary,Datsun,2018,450000,80000,Petrol,Manual,First Owner
Hyundai Creta 1.6 CRDi,Hyundai,2017,1150000,27000,Diesel,Manual,Second Owner
Mahindra KUV 100 G80,Mahindra,2018,500000,60000,Petrol,Manual,First Owner
Maruti Wagon R VXI,Maruti,2011,246000,139000,Petrol,Manual,First Owner
Maruti Eeco CNG 5,Maruti,2017,400000,60000,CNG,Manual,First Owner
Maruti 800 AC,Maruti,2008,65000,10000,Petrol,Manual,Second Owner
Ford Ecosport 1.5 Diesel,Ford,2016,725000,30000,Diesel,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2014,736000,125000,Diesel,Automatic,First Owner
Maruti Swift Dzire VDI,Maruti,2018,700000,45000,Diesel,Manual,First Owner
Chevrolet Spark 1.0 LT,Chevrolet,2011,150000,30000,Petrol,Manual,First Owner
Maruti Alto LXi,Maruti,2010,180000,80500,Petrol,Manual,Second Owner
Toyota Etios Liva VXD,Toyota,2014,409999,200000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2013,550000,60000,Diesel,Manual,First Owner
Maruti 800 AC Uniq,Maruti,2004,50000,18000,Petrol,Manual,Second Owner
Maruti Zen D,Maruti,2006,80000,110000,Diesel,Manual,Second Owner
Maruti Alto LX,Maruti,2005,110000,90000,Petrol,Manual,Second Owner
Honda City 2017-2020 GXi,Honda,2006,180000,120000,Petrol,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2017,605000,127000,Diesel,Manual,First Owner
Maruti Ertiga SHVS ZDI,Maruti,2017,800000,70000,Diesel,Manual,First Owner
Hyundai i20 1.4 CRDi,Hyundai,2011,350000,116500,Diesel,Manual,First Owner
Hyundai i20 Sportz 1.2,Hyundai,2012,300000,120000,Petrol,Manual,First Owner
Hyundai Verna Xi (Petrol),Hyundai,2008,160000,100000,Petrol,Manual,Fourth & Above Owner
Ford Figo Diesel Titanium,Ford,2011,225000,90000,Diesel,Manual,Second Owner
Audi Q7 3.0 TDI,Audi,2009,1025000,120000,Diesel,Automatic,Third Owner
Tata Hexa XTA,Tata,2017,1300000,40000,Diesel,Automatic,First Owner
Volkswagen Ameo 1.5 TDI,Volkswagen,2018,560000,18000,Diesel,Manual,First Owner
Maruti Vitara Brezza LDi,Maruti,2017,650000,70000,Diesel,Manual,First Owner
Mahindra XUV500 W7 BSIV,Mahindra,2018,1150000,29000,Diesel,Manual,First Owner
Maruti Baleno Delta 1.2,Maruti,2016,480000,65755,Petrol,Manual,First Owner
Ford EcoSport 1.5 Diesel,Ford,2019,960000,2600,Diesel,Manual,First Owner
Mahindra XUV500 AT W6,Mahindra,2017,1050000,46000,Diesel,Automatic,First Owner
Hyundai EON Era Plus,Hyundai,2017,310000,15000,Petrol,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2014,500000,60000,Diesel,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2017,350000,15500,Petrol,Automatic,First Owner
Honda Amaze S i-Dtech,Honda,2015,365000,120000,Diesel,Manual,First Owner
Mitsubishi Lancer 2.0 GLd,Mitsubishi,2008,165000,120000,Diesel,Manual,Third Owner
Tata Spacio Gold-10/6 Str,Tata,2007,100000,120000,Diesel,Manual,Third Owner
Mahindra Bolero SLX,Mahindra,2007,240000,80000,Diesel,Manual,Second Owner
Mahindra Marazzo M2 BSIV,Mahindra,2019,925000,40000,Diesel,Manual,First Owner
Ford Figo Aspire 1.2,Ford,2018,590000,15000,Petrol,Manual,First Owner
Tata Aria Pride,Tata,2013,525000,110000,Diesel,Manual,Second Owner
Toyota Innova 2.5 G,Toyota,2014,720000,80000,Diesel,Manual,Second Owner
Renault Duster 110PS Diesel,Renault,2017,850000,50000,Diesel,Automatic,First Owner
Mahindra Scorpio VLS AT,Mahindra,2010,490000,110000,Diesel,Automatic,First Owner
Honda Amaze S i-Dtech,Honda,2013,325000,100000,Diesel,Manual,First Owner
Hyundai Verna CRDi 1.6,Hyundai,2019,1200000,20000,Diesel,Automatic,First Owner
Mahindra Bolero 2011-2019 ZLX,Mahindra,2012,450000,135000,Diesel,Manual,First Owner
